"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100022,0.0378786102245327
"ENSG00000004809",1.40994350389939,0.0528321817699862,1.54297791913916,0.034240400406677,0.972685450549879,NA
"ENSG00000004838",16.3434516100777,-0.92393669169944,0.411508242282734,-2.24524467984929,0.0247524292447515,0.123402931988369
"ENSG00000004846",22.073292550198,-1.58995194445524,0.649411531150703,-2.44829644715112,0.0143533506434516,0.0843950499188636
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612618,0.274609505270914,0.20382949747512,0.838486741058825,0.953154821987233
"ENSG00000004866",523.884326788918,-0.614081619055328,0.212089244659415,-2.89539255062864,0.00378684648108092,0.0307827451466459
"ENSG00000004897",1680.01793286077,-0.161864823437843,0.100728098672945,-1.60694806682893,0.10806576093076,0.333625081487561
"ENSG00000004939",8.67357060287904,-0.609551433429433,0.567082211231346,-1.0748907677881,0.282423635835144,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.16636211257611,0.14178672898066,-1.1733264020697,0.24066493854641,0.533196504300088
"ENSG00000004975",1003.16479833127,-0.346747940303979,0.16259979891905,-2.13252379528837,0.0329638104611139,0.150963685949069
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783177,0.0941992558624801,2.34914034890286,0.0188168126298931,0.102326975683925
"ENSG00000005020",752.819690039845,0.0733029402924759,0.150904592180908,0.485756856256559,0.62713956683297,0.852988660950636
"ENSG00000005022",1300.3667432696,-0.0771831248020272,0.116845445287465,-0.660557410792865,0.508896189257011,0.776204976279408
"ENSG00000005059",215.744400092371,0.223333752600804,0.257311169187217,0.867952033742882,0.385420591813392,0.684393816744498
"ENSG00000005073",0.424982332670398,-1.0793023663625,2.58025387821647,-0.418293089480224,0.675732841561912,NA
"ENSG00000005075",614.656589191918,0.098777349324371,0.160706698122367,0.614643636378858,0.538790090092241,0.795453866956939
"ENSG00000005100",502.327471136299,0.314431865484892,0.130849122697688,2.40301088002974,0.016260703629092,0.0927224334329133
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.63314643041308,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823335,0.623894022308238,1.49356365104419,0.135289705997272,0.380706539823241
"ENSG00000005156",284.201575596381,-0.385473065910858,0.204307350860469,-1.88673126193152,0.0591964806370399,0.225599068758926
"ENSG00000005175",347.42491006876,-0.199143010245032,0.288689162982697,-0.689818101197542,0.490308584010547,0.76298600771258
"ENSG00000005187",26.7924966379797,-0.327506483008552,0.412451020525773,-0.794049394255499,0.427166676535543,0.71818820116905
"ENSG00000005189",79.0300154216569,-0.439826193613961,0.271072683962307,-1.6225397084832,0.104687838022177,0.326813571144942
"ENSG00000005194",458.750922474384,0.12800173626606,0.161088911318154,0.794603025240228,0.426844458014822,0.717819384268517
"ENSG00000005206",687.428245938322,0.101318274776522,0.139402935093718,0.726801589280799,0.467347509365916,0.747502863210114
"ENSG00000005238",705.733199499233,-0.205823489524857,0.115328505483065,-1.7846714362832,0.0743146266807522,0.261378314231303
"ENSG00000005243",993.989596404182,-0.106568977506577,0.185248561010842,-0.575275602277629,0.565104919211734,0.815101050346996
"ENSG00000005249",301.336933757971,0.660280961014525,0.225566737068368,2.92720890320987,0.00342019064586808,0.0283984579669255
"ENSG00000005302",469.935385547665,0.19028682787062,0.159050032796023,1.19639603039037,0.231542049698319,0.522725930281429
"ENSG00000005339",2604.13968768159,-0.104401332172609,0.135777656823633,-0.768913933374328,0.441944405344275,0.729978007604827
"ENSG00000005379",158.961412885247,0.120941682055533,0.284870280471275,0.424550015731557,0.671164737312812,0.877828408216384
"ENSG00000005381",7.12408517617175,1.17019134148191,1.30316102492093,0.897963735182238,0.369204883576435,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.15695906515111,0.139209882251131,1.1274994462531,0.259531374500317,0.556980670435393
"ENSG00000005448",234.244457375311,0.28015516918694,0.158303055515803,1.76973949286135,0.0767705476710389,0.267100837233606
"ENSG00000005469",422.232491862876,-0.273993709010047,0.243915852510194,-1.12331243004632,0.261304826513205,0.559599826346637
"ENSG00000005471",33.2839581855106,-1.22916811609888,0.509500416060421,-2.41249678577911,0.0158436771394208,0.0909944976399426
"ENSG00000005483",1867.57277020935,0.0138035781207258,0.13103039967438,0.105346378817653,0.916100962713287,0.977204471072878
"ENSG00000005486",856.445860419445,-0.151783526798135,0.189515705010902,-0.800902103545472,0.423188322237263,0.715624609473263
"ENSG00000005513",4.19025057528613,-0.66473914985768,1.01931793248964,-0.65214113150554,0.514310132053329,NA
"ENSG00000005700",579.449582755315,-0.0875213502560951,0.132880287580664,-0.658648109885867,0.510121761434489,0.777127043952906
"ENSG00000005801",220.819344240061,-0.245459370014945,0.221066529575963,-1.11034162650389,0.266851841959626,0.566032373456378
"ENSG00000005810",2862.99024994653,-0.0627162845815616,0.120435293399691,-0.520746724744745,0.602543220209648,0.839002388567067
"ENSG00000005812",1499.03049853399,0.408597279763837,0.171642594415877,2.38051214009173,0.0172885913594464,0.0969483723721523
"ENSG00000005844",3.21951546901152,-0.938815055265797,1.14112424414502,-0.82271063828742,0.410672564199662,NA
"ENSG00000005882",1066.40685200078,-0.127921181717228,0.145631561059122,-0.87838914028599,0.379732575702023,0.678398065192268
"ENSG00000005884",1294.27596518976,0.333534620078868,0.276376751676439,1.20681141975844,0.227504777131267,0.516885666014557
"ENSG00000005889",800.115454708102,0.0162935634136015,0.227734262436875,0.0715463858589034,0.942962908542993,0.985126994075163
"ENSG00000005893",5133.58060707205,0.043075255525093,0.0826645473308842,0.521084998538421,0.602307560799697,0.838954107266754
"ENSG00000005961",10.2882547896421,-0.619822633493087,0.637196518932071,-0.972733866361822,0.330685588885709,0.636855702400059
"ENSG00000005981",6.43695995371267,-0.629663993690987,0.791503566243411,-0.795528940797402,0.426305883040455,NA
"ENSG00000006007",2603.73463702376,0.180766912818259,0.146939239347761,1.23021538440415,0.218616460356807,0.505067943666929
"ENSG00000006015",386.908775735769,-0.0531752737518249,0.320215053323632,-0.16606113048059,0.868108842764183,0.962595056357536
"ENSG00000006016",160.452316906975,0.192130469942409,0.492939506102381,0.389764803924043,0.696710471904024,0.890964643173642
"ENSG00000006025",160.463406583492,-0.652554601970697,0.315114137863079,-2.07085155364955,0.0383726707344664,0.166902383191698
"ENSG00000006042",3151.10977435982,0.00904096047029999,0.0981847999692151,0.092081060134916,0.926633636336112,0.979848296697805
"ENSG00000006047",0.673880264953231,-0.28828899277285,2.11000864921007,-0.136629294330513,0.891323820109255,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450785,0.273247251714691,-2.13794553754839,0.0325211637503136,0.149433563409739
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430527,3.11297552346532,-0.326238152741641,0.744244177343653,NA
"ENSG00000006118",458.98540697157,-0.549888036433397,0.221087251532324,-2.48719920584386,0.0128753281276384,0.0782491350293271
"ENSG00000006125",6730.77886718365,0.0802578614252487,0.108527831422322,0.73951409858118,0.459594881897592,0.741708295862085
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.11169012322814,0.102590118814742,1.08870254288165,0.276285080082489,0.576796707394139
"ENSG00000006210",15.8841012169951,0.950279868961292,0.613169636818378,1.54978298320856,0.12119361270181,0.357444452652173
"ENSG00000006282",1394.30895675099,-0.106981530767101,0.168558648654664,-0.634684316829571,0.525634324229562,0.786189060179015
"ENSG00000006283",61.3642320498775,-1.1734754984476,0.461209913945002,-2.54434144402961,0.0109484004703,0.0691754380987455
"ENSG00000006327",587.259201120954,-0.146104464368206,0.321307056544269,-0.454719127365559,0.649311318367706,0.865653161679481
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252303,0.735202753909317,-0.297283919422399,0.766249757438887,NA
"ENSG00000006451",1108.16420749476,-0.569179433484937,0.210671518782448,-2.70173888133737,0.00689779102980064,0.0483025745836107
"ENSG00000006453",212.928764376348,-0.273778930114722,0.157637938516278,-1.73675786864246,0.0824299185451987,0.27940938146084
"ENSG00000006459",410.885814318294,0.00560167733292927,0.312423497968501,0.0179297567863927,0.985694890343957,0.995355988415738
"ENSG00000006468",210.179164493274,0.0486120622106891,0.406144751488524,0.11969146968544,0.904727557984072,0.9732295522174
"ENSG00000006530",277.887455661785,0.0331563103437802,0.201432210451741,0.164602822306434,0.869256609641736,0.962892622002634
"ENSG00000006534",1145.46216651212,0.427916521981313,0.262825503337948,1.6281392655837,0.103495359332219,0.32438684128445
"ENSG00000006555",4.76708315841851,-0.61058000230331,0.81152336099744,-0.752387462454375,0.451818084081442,NA
"ENSG00000006576",1076.37418478476,-0.416587761528715,0.195871238275191,-2.12684498856042,0.0334329648961379,0.151963461390159
"ENSG00000006606",4.01454411368169,-0.433957880934368,0.899385404115911,-0.482504918301343,0.629447305388052,NA
"ENSG00000006607",957.991889094816,0.595861925335492,0.155053660032138,3.84294008417465,0.000121569155349098,0.00186730715797372
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236947,0.251338881257277,-0.432560285512132,0.66533424671565,0.874771001519969
"ENSG00000006634",92.842938687114,-0.448347904396766,0.29781872699548,-1.50543892561723,0.132211267773657,0.37555470501243
"ENSG00000006638",64.0929103692678,-0.485251401133076,0.293993814909443,-1.65054969364762,0.0988305582848625,0.315141721621091
"ENSG00000006652",1086.50811752792,-0.0509940198887057,0.218671138830315,-0.233199589856603,0.815606424318229,0.943277076503539
"ENSG00000006659",1.43778491344811,-0.485808154122548,1.54326977280484,-0.314791465940273,0.752919991766878,NA
"ENSG00000006695",181.541477163383,0.196125214278232,0.202800613536876,0.967083929667547,0.333502078449125,0.639110335076806
"ENSG00000006704",291.607449568848,-0.0413723899708132,0.235419432246685,-0.175739061028153,0.860498946582655,0.960055439907976
"ENSG00000006712",1114.82190220928,-0.238931913803267,0.129796464174853,-1.84081989692258,0.0656479560439447,0.241670745884546
"ENSG00000006715",2208.49179423824,-0.139604325402342,0.134206350802652,-1.04022145425612,0.298237026189124,0.601918944780689
"ENSG00000006740",43.379700039727,-0.0199689503688897,0.379717673169517,-0.0525889411525361,0.958059428460436,0.990092804096438
"ENSG00000006744",938.900417504684,0.251716749270148,0.153817421525028,1.63646449650823,0.101742410331929,0.320684454625818
"ENSG00000006747",27.7360544388753,0.203422873843576,0.487478817023702,0.417295822381724,0.676462043824573,0.880383058668313
"ENSG00000006756",545.414312401993,-0.0147901884830302,0.158864975823097,-0.0930991139261539,0.925824821364635,0.979848296697805
"ENSG00000006757",168.95903743019,-0.0157237739884891,0.154076056441715,-0.102052027755768,0.918715378436849,0.977935795089138
"ENSG00000006788",11.2024027852827,2.95519566506424,1.06558260348016,2.77331448112297,0.00554884688118726,0.0410739423341061
"ENSG00000006831",1095.78070752679,0.243869398068241,0.0932019222251785,2.61657047672306,0.00888180268437938,0.05897189901575
"ENSG00000006837",75.3675602917904,-0.14819019644877,0.313415249367567,-0.472823823179629,0.636338876142261,0.858561450260538
"ENSG00000007001",2.00323736390909,-0.284334112908696,1.40169857367045,-0.202849684125844,0.839252522809243,NA
"ENSG00000007038",0.887380960584451,0.607941216458484,1.95110338653295,0.311588417433263,0.755353337868646,NA
"ENSG00000007047",813.832894191521,-0.0377195317853254,0.175117680289303,-0.215395337141349,0.829459105114633,0.949377127188718
"ENSG00000007062",2.45626676455035,-0.552453765236094,1.02526595865994,-0.538839469475968,0.589997626718132,NA
"ENSG00000007080",662.955088766559,0.244243803157057,0.158825019014686,1.53781693005479,0.124093382877977,0.362327797124919
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659543599511,0.103637244894002,0.49756199532988,0.618792796311465,0.847994417725154
"ENSG00000007171",1.482516982495,-0.53836348451661,1.78169943650055,-0.30216290889894,0.762527877851726,NA
"ENSG00000007174",2.70167247050387,0.3837796388877,1.02562238283567,0.374191949503497,0.708261513035225,NA
"ENSG00000007202",6545.03722366678,0.0244029370808373,0.0920226484586679,0.265184033382803,0.790867694239041,0.932188592828257
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748929,0.960669066386979,-0.932449009852984,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785219,0.242085504303272,1.11657522230903,0.264175990730481,0.562818535921177
"ENSG00000007264",2.94325916834344,0.130029540920537,0.934638476623367,0.139122820398219,0.889353095514289,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274727,1.53120649871665,0.409713291969784,0.682016278399662,NA
"ENSG00000007314",0.779954153372703,-0.684393456023427,2.03068597952935,-0.33702574544886,0.736097492252037,NA
"ENSG00000007341",281.675425442917,0.215543120141383,0.241297144888477,0.89326842321737,0.371713443722545,0.672271328538087
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250078,0.51586416853729,0.397054117619476,0.691327553547921,0.888906755262688
"ENSG00000007376",258.460977739524,0.120341850177383,0.199984987868217,0.601754418970109,0.547337620150752,0.801624413162711
"ENSG00000007384",1823.38777953572,0.0868116045427562,0.150639122161229,0.57628857163574,0.564420146231182,0.814831723668742
"ENSG00000007392",686.873099124053,-0.103853477906688,0.110159667314773,-0.942754099010981,0.345806694835512,0.65032544843987
"ENSG00000007402",23.7963910924727,0.739536517962972,0.519137318907365,1.42454894115392,0.154287628317642,0.412769145181185
"ENSG00000007516",11.2010825391975,-0.211644977336861,0.707152760683605,-0.299291735964184,0.764717459523343,0.922091325006851
"ENSG00000007520",580.560487206145,0.0714336082153008,0.150656436193712,0.474149064056264,0.635393612949077,0.858050492029761
"ENSG00000007541",653.546283118955,0.221748013687615,0.164697298588305,1.34639739442187,0.178174390796732,0.448887043381748
"ENSG00000007545",622.76848387059,0.166768403599038,0.157642472414095,1.05789005364602,0.29010557028441,0.593015098118153
"ENSG00000007866",1620.52184915199,0.553934461373929,0.156832395055133,3.5320155710126,0.000412405071036907,0.00512797602697369
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756326,0.147724381429064,-0.260140397975441,0.794755477245052,0.933794500298814
"ENSG00000007933",877.805740707214,0.313996093721058,0.978772381072815,0.320806042132996,0.748357380267633,0.915794483205665
"ENSG00000007944",345.286662228229,-0.489789864742888,0.152322640726416,-3.21547645449891,0.00130228177585699,0.0129927914989158
"ENSG00000007952",10.1687462516428,0.809128458611174,0.57399151112413,1.40965230831819,0.158642373433988,0.419765294873778
"ENSG00000007968",3.95849086572913,0.162676335960989,0.819783077496735,0.198438270350411,0.842702177334498,NA
"ENSG00000008018",1517.71752051207,0.047848439343544,0.110936141630961,0.431315156991094,0.666239230956941,0.875479131185335
"ENSG00000008056",17.7167030593017,0.676013565163211,0.458124729304489,1.47561029108713,0.140048540857971,0.388895333937287
"ENSG00000008083",305.072434597756,0.487459854580962,0.151932656612267,3.20839420207705,0.00133478408431638,0.0132556296418763
"ENSG00000008086",372.53707879909,-0.172935290532898,0.189039000412295,-0.914812764327598,0.360289932670941,0.661817883473497
"ENSG00000008118",6.947918731314,-0.861305707933995,0.797917010813575,-1.0794427193071,0.280390415851274,NA
"ENSG00000008128",563.813333715399,0.133368795438242,0.368609963170102,0.361815492699247,0.717489913933589,0.900355020840517
"ENSG00000008130",1713.6319552007,0.83014126120587,0.151385287768421,5.48363234923969,4.16680278548508e-08,1.65633144845595e-06
"ENSG00000008196",1.08416182794751,-1.40315172411911,2.31102921165507,-0.607154473445289,0.543748402231402,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477359351,0.774036918490952,-0.0221849208037947,0.982300446086932,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531184537,5.77137030291858,7.8629467002239e-09,3.76849138528136e-07
"ENSG00000008277",19.3106346175362,-0.0241064269363312,0.474529638107268,-0.0508006771346953,0.959484351300107,0.99010447922272
"ENSG00000008282",1985.33227996644,0.286864094058614,0.139662741870869,2.05397724701587,0.0399778939397287,0.17171094455899
"ENSG00000008283",526.559923099993,0.0461205199046752,0.140844948264975,0.327455975331877,0.743323035650432,0.913694292259216
"ENSG00000008294",2928.30789180736,-0.166798754517566,0.135595725173804,-1.23011809040267,0.218652886651085,0.505067943666929
"ENSG00000008300",96.2831177707404,0.526617369940282,0.302734838388111,1.7395334238511,0.0819409783246224,0.278420306100663
"ENSG00000008311",714.926322098101,1.1378247499772,0.18924033395413,6.01259111206701,1.82581151506042e-09,9.56813681508306e-08
"ENSG00000008323",11.0031983554828,0.405444187986831,0.584041381862172,0.694204555667106,0.487553936048169,0.761394551603374
"ENSG00000008324",122.640499235734,0.570316063532955,0.253286891279433,2.25166040236866,0.0243437408116829,0.12191995852941
"ENSG00000008382",158.890722523391,0.132423892708534,0.20562580084355,0.644004264860171,0.519572668418083,0.782841291899788
"ENSG00000008394",3683.6269984121,0.00405145647153811,0.377714326608658,0.010726245170297,0.991441858689239,0.997067573871501
"ENSG00000008405",286.125102009691,0.0862976818309492,0.187468459130055,0.460331739170484,0.645278122737502,0.863252851451472
"ENSG00000008438",1.71601671351819,2.69572186153635,1.61974087902027,1.66429204600115,0.096054081163929,NA
"ENSG00000008441",11031.7971096393,-0.312692593643874,0.144617244236549,-2.16220821586399,0.030602130556261,0.143511462246456
"ENSG00000008513",1583.37114858265,-0.562139412912095,0.225853185595308,-2.4889594159604,0.0128117589671935,0.0779879781182259
"ENSG00000008516",23.9019134428755,-0.17825853228975,0.486706312994546,-0.366254818420132,0.714174940405775,0.899586234722324
"ENSG00000008517",119.607617110672,-0.900335920469094,0.415638409018376,-2.16615187849323,0.0302995829721473,0.142541919987668
"ENSG00000008710",5182.00878157707,0.404539834888907,0.14597229492115,2.77134667991229,0.00558249554557176,0.0412401294990964
"ENSG00000008735",19.7100642494594,0.378465888242763,0.432176975745275,0.875719692355455,0.381182437206452,0.680137607385924
"ENSG00000008838",1158.52573912739,-0.0257298840860099,0.124753943889072,-0.20624505553819,0.836599495075901,0.952349475531771
"ENSG00000008853",845.571636260842,0.364274124885513,0.177902833496062,2.04760159086267,0.0405990533493312,0.17362611126235
"ENSG00000008869",715.562444905458,0.102813344605355,0.112367270021232,0.914975905225138,0.360204279430739,0.661817883473497
"ENSG00000008952",5171.56671072198,0.0829560960477697,0.141494926483798,0.586283184204973,0.557685229404572,0.810369890849763
"ENSG00000008988",10959.3107578206,-0.0290054280900567,0.143611669248237,-0.201971248171484,0.839939201593326,0.953531953795751
"ENSG00000009307",15902.4117972056,-0.0196345853419314,0.102492947435476,-0.191570111243921,0.848078956616881,0.955902842252023
"ENSG00000009335",2127.18026041807,0.197193707147102,0.0931986520208594,2.11584291050655,0.0343581702083144,0.155144450746846
"ENSG00000009413",8391.06888900911,0.969287576217048,0.150655684985087,6.43379356253961,1.24457868739447e-10,8.45253104062299e-09
"ENSG00000009694",10.1257165658402,1.2632019508081,1.21706570609346,1.03790776823606,0.299312996602415,0.602686436157001
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653314,0.277519332574327,-1.6132503184563,0.10669013541485,0.331178950780469
"ENSG00000009765",10.717478680374,1.60313346278421,0.94161796590039,1.70253066619355,0.0886559348523237,0.293036694312187
"ENSG00000009780",176.843521397315,0.426821765706206,0.188717494440363,2.26169686584668,0.0237161385130507,0.119872593234353
"ENSG00000009790",5.5982365472662,0.327318655578155,0.709782962406543,0.461153159366309,0.644688724776278,NA
"ENSG00000009830",429.561114742382,0.117386571221999,0.142679360052817,0.822729869117335,0.410661625695513,0.706206763362219
"ENSG00000009844",867.146195689117,-0.101431793723838,0.12732680771119,-0.796625593205093,0.425668508999698,0.717374363457718
"ENSG00000009950",6.89942793039643,0.61425242023597,0.930433657701922,0.66017863299691,0.509139202374812,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664713,0.0833381498357197,-0.280368765235734,0.779194598171221,0.928126639486094
"ENSG00000010017",2202.06085895341,0.716872638971716,0.156810110094762,4.5715970643634,4.84020990774395e-06,0.000115259401026387
